CR_ID	Projet_ID	Numero_CR	Date_Reunion	Lieu	Redacteur	Participants	Absents	Avancement_Global	Points_Bloquants	Decisions	Date_Prochaine_Reunion	Lien_PDF
CR-001	PRJ-001	1						0				
