Action_ID	CR_ID	Projet_ID	Lot_ID	Description_Action	Responsable	Date_Demande	Date_Echeance	Statut_Action	Priorite	Date_Cloture	Commentaire
ACT-001	CR-001	PRJ-001			Suivi chantier			PREVU	HAUTE		
