Projet_ID	Nom_Projet	Operation	Adresse	Code_Postal	Ville	Parcelle	Zone_PLU	Maitre_Ouvrage	MOE	Type_ERP	Categorie_ERP	Surface	Date_Debut	Date_Fin_Prevue	Date_Fin_Reelle	Budget_Prevu_HT	Budget_Prevu_TTC	Commentaire
PRJ-001	Cabinet de podologie & Atelier orthèses	Réhabilitation + bâti neuf	27 rue Caumont Bréon	21700	Nuits-Saint-Georges	AL 0147	Ub	SCI Johana Godard Jouen	MIA Studio	PU	5e catégorie					0	0	Projet pilote initial
